step,motorId,segId,forceMag,forceDotFil,trackedAvg,releaseFired
145,4450,42002,6.3693502022e-12,3.4168179508e-12,5.9935239324e-15,0
145,9967,42003,3.4528996555e-12,-6.3500441616e-13,9.9620053111e-13,0
146,9967,42003,3.0695852997e-12,2.4745006414e-12,8.6633408398e-13,0
146,4450,42002,5.6076664199e-12,-1.3721063044e-12,-6.9070597097e-13,0
146,6280,42002,6.3251167542e-12,5.5989522471e-12,3.7777197025e-13,0
146,6394,42001,6.5994872519e-12,-3.6698878781e-12,-3.2639011237e-12,0
147,6280,42002,4.1327452289e-12,2.6642736399e-12,6.6071355862e-13,0
147,4450,42002,2.3381982890e-12,-1.6098274773e-12,-5.5820224623e-13,0
147,6394,42001,3.2126416325e-12,1.8449204190e-13,-2.8840342783e-12,0
147,9967,42003,6.9073904489e-12,-2.2461818808e-12,5.3403178221e-13,0
148,6280,42002,3.0424787754e-12,-1.8028541854e-12,6.5955972546e-13,0
148,6394,42001,3.7223199077e-12,-3.4930367795e-12,-2.9577080199e-12,0
148,9967,42003,7.1004057335e-12,4.5253792933e-12,9.2025251815e-13,0
148,4450,42002,1.6840515487e-12,-6.4821884675e-13,-5.0617804542e-13,0
149,6280,42002,6.9885517824e-12,6.1908676628e-12,1.2465921590e-12,0
149,6394,42001,1.8660004804e-12,-7.9670598433e-13,-2.8557074104e-12,0
149,9967,42003,3.5334256973e-12,-6.8313288286e-13,5.2172358994e-13,0
149,4450,42002,6.2238135299e-12,4.4664743586e-12,-1.4863261188e-14,0
150,6280,42002,5.0155227217e-12,-4.9676418606e-12,8.8603354609e-13,0
150,9967,42003,3.2706369559e-12,-7.0075324778e-13,8.8713340961e-14,0
150,6394,42001,5.4749186284e-12,-5.2460901459e-12,-2.8773868224e-12,0
150,4450,42002,2.8987088076e-12,-2.7754986376e-12,-3.1915632685e-13,0
151,6280,42002,5.0005367056e-12,1.2243006914e-12,1.1870565015e-12,0
151,6394,42001,2.2541734487e-12,1.8547279778e-13,-2.6821612725e-12,0
151,9967,42003,6.2350728014e-12,-5.4005421777e-12,-2.4167960914e-14,0
151,4450,42002,3.8539640702e-12,3.4033832201e-12,1.3654379288e-13,0
152,4450,42002,3.4016728615e-12,-8.4295310452e-13,1.5189667491e-13,0
152,6280,42002,9.2816878377e-12,-3.0040685098e-12,9.8117190160e-13,0
152,6394,42001,6.2887373188e-12,-7.1079273580e-13,-2.2070816774e-12,0
152,9967,42003,5.3036132968e-12,3.8065192530e-12,1.5373930013e-13,0
153,6280,42002,6.9002976160e-12,3.7749080986e-12,1.1208621204e-12,0
153,6394,42001,1.0286763786e-11,-1.1557726329e-12,-1.8654723201e-12,0
153,9967,42003,5.7225025953e-12,-2.8998015387e-12,-3.3178349199e-13,0
153,4450,42002,7.6124506636e-12,6.7643697029e-12,7.4722408185e-13,0
154,6280,42002,7.9447257135e-12,-4.3243451433e-12,7.8066512397e-13,0
154,4450,42002,7.9375828142e-12,-6.8044683108e-12,3.9979725511e-13,0
154,6394,42001,3.8538005435e-12,-3.6423365628e-12,-2.0220219273e-12,0
154,9967,42003,6.1494949428e-12,4.8112258585e-12,3.0522089022e-13,0
155,6280,42002,9.6208261256e-12,9.0950377244e-12,1.4449430365e-12,0
155,4450,42002,9.6082851054e-12,9.3127565629e-12,9.8939111632e-13,0
155,6394,42001,2.0784123963e-12,4.5006503549e-13,-1.7894592844e-12,0
155,9967,42003,1.0176003129e-11,-9.8368276101e-12,-6.1496142918e-13,1
156,6280,42002,8.2192846430e-12,-6.7855595582e-12,2.0649185599e-13,0
156,6394,42001,2.1713192970e-12,-1.6555734022e-12,-1.5880278368e-12,0
156,4450,42002,8.5202814980e-12,-8.2531072817e-12,3.0129101859e-13,0
157,13903,42008,3.3572215309e-12,-3.3854783985e-16,-3.3854783985e-17,0
157,6280,42002,4.8086927548e-12,4.7536744397e-12,4.1543193597e-13,0
157,6394,42001,5.9249601447e-12,-1.8623391630e-12,-1.7927109573e-12,0
157,4450,42002,5.4800936971e-12,4.0917132890e-12,8.7144509522e-13,0
158,4450,42002,3.5205173834e-12,-2.9490276015e-12,6.4136421975e-13,0
158,6280,42002,4.7580040407e-12,-1.3030435983e-12,4.6541299468e-13,0
158,13903,42008,7.6029207838e-12,-7.3844406407e-12,-7.3847791885e-13,0
158,6394,42001,4.5902844519e-12,-2.8898711906e-12,-1.7323943984e-12,0
159,13903,42008,4.7678342884e-12,-1.5141385269e-12,-8.8989177154e-13,0
159,4450,42002,3.9862356567e-12,-1.0198398725e-12,9.2732796640e-14,0
159,6280,42002,2.6122792822e-12,-2.1240706765e-12,-3.6608083925e-13,0
159,6394,42001,7.2058092370e-12,-3.0886403397e-12,-1.9615878340e-12,0
160,6280,42002,4.8238156995e-12,-2.1365942423e-12,-8.2976077426e-14,0
160,4450,42002,5.4291806763e-12,-2.0658338493e-12,1.6369927548e-13,0
160,6394,42001,4.7816867634e-12,-4.2333122926e-12,-1.8603100486e-12,0
160,13903,42008,5.9758579490e-12,-8.3060029110e-14,-8.9819777445e-13,0
161,13903,42008,3.8790379776e-12,-3.4407004644e-13,-9.3260477909e-13,0
161,6280,42002,4.0145638411e-12,-2.5050926657e-12,-4.5591541314e-13,0
161,6394,42001,1.0699172223e-12,4.3885862994e-13,-1.8349714654e-12,0
161,4450,42002,5.6079324592e-12,-5.4677646900e-12,-7.2341551554e-13,0
162,6280,42002,3.8876456976e-12,-3.5689747368e-12,-5.1240603584e-13,0
162,6394,42001,4.2671146369e-12,-9.2777850475e-13,-1.8566700423e-12,0
162,13903,42008,2.8861237998e-12,-5.8713520969e-13,-9.9131830006e-13,0
162,4450,42002,5.9401300413e-12,2.3420868067e-12,-4.0491152442e-13,0
163,13903,42008,8.9983602442e-12,-3.0132473664e-12,-1.2926430367e-12,0
163,6280,42002,4.6964217750e-12,1.7709459906e-12,-7.1280224663e-13,0
163,6394,42001,5.0492842503e-12,4.8873771631e-12,-1.2523550627e-12,0
163,4450,42002,2.0189148943e-12,-3.1730841665e-13,-1.1130793364e-12,0
164,6280,42002,6.0947767427e-12,5.5055579613e-12,2.7018806383e-13,0
164,6394,42001,6.6066572222e-12,-1.8996004102e-12,-1.0780814475e-12,0
164,4450,42002,2.6381839518e-12,2.2596058925e-12,-2.0667191606e-13,0
164,13903,42008,1.6663066254e-12,1.1788752825e-12,-1.1747555084e-12,0
165,6280,42002,1.4355844416e-11,-1.1323501544e-11,-1.7716658631e-12,1
165,6394,42001,2.0105298555e-12,-4.0455806084e-13,-1.1635437571e-12,0
165,4450,42002,1.0508518902e-11,-7.1833823613e-12,-1.8562858085e-12,0
165,13903,42008,7.2131186093e-12,5.5134738307e-12,-6.2340812537e-13,0
166,6394,42001,1.2761322241e-12,-7.6344764205e-13,-1.0743311811e-12,0
166,13903,42008,6.9964712889e-12,-1.8613210828e-12,-8.0954023366e-13,0
166,4450,42002,5.2299618310e-12,4.3566492183e-12,-5.9531015848e-13,0
167,6394,42001,2.9531076486e-12,4.3749500013e-13,-8.4434776476e-13,0
167,4450,42002,6.0503851818e-12,-2.5656864225e-12,-1.2610501296e-12,0
167,13903,42008,4.8651773863e-12,-2.8439809520e-12,-1.0939044741e-12,0
168,13903,42008,2.6261795787e-12,-2.5712391549e-13,-3.8117280156e-13,0
168,4450,42002,5.8458405001e-12,4.6615842390e-12,-4.9998894558e-13,0
168,6394,42001,5.7318385236e-12,3.3092910968e-12,-2.2443153602e-13,0
169,4450,42002,3.7787619838e-12,-1.5091796111e-12,-5.4892291944e-13,0
169,13903,42008,4.1236107349e-12,3.0774833621e-12,7.7989387340e-14,0
169,6394,42001,2.7328313288e-12,-1.3414931419e-12,-4.9716816238e-14,0
170,6394,42001,4.1537143139e-12,-3.5006902355e-12,2.3545389464e-14,0
170,13903,42008,6.8458217758e-12,1.5765964809e-12,2.4395503834e-13,0
170,4450,42002,6.3979559065e-12,-5.7187056867e-12,-9.1421010318e-13,0
171,13903,42008,4.6580905154e-12,-6.2180893795e-13,2.1618114919e-13,0
171,6394,42001,4.0424536652e-12,1.6630819085e-12,1.4596771733e-13,0
171,4450,42002,6.0195155236e-12,4.8926618382e-12,1.2183254965e-13,0
172,4450,42002,4.9200402417e-12,-3.2405485899e-12,-4.3643099001e-13,0
172,13903,42008,2.5918609884e-12,-2.1816183293e-12,5.6732837225e-14,0
172,6394,42001,3.2901440319e-12,-6.9608662377e-13,1.6913690542e-13,0
173,6394,42001,5.9132425811e-12,2.7415988409e-12,-4.5440926796e-14,0
173,13903,42008,1.1874240352e-11,-1.8343027412e-12,1.7462729975e-13,0
173,4450,42002,4.9873721887e-12,-4.2642057515e-13,-4.4734220586e-13,0
174,13903,42008,2.2747732894e-12,-1.7131345408e-12,-1.1457368259e-13,0
174,6394,42001,3.3961931854e-12,-1.5296504659e-12,-8.4459323610e-15,0
174,4450,42002,6.5254442934e-12,-4.9228211168e-12,-1.1655849068e-12,0
175,13903,42008,5.3934802080e-12,-2.2575739792e-12,-8.9167846359e-13,0
175,4450,42002,5.8588317661e-12,-6.1081213108e-13,-5.0832788377e-13,0
175,6394,42001,4.4989908069e-12,-2.5604149862e-12,-2.2403162490e-13,0
176,13903,42008,5.5657556418e-12,3.0006292588e-12,-4.0548342943e-13,0
176,4450,42002,4.9597742524e-12,1.5012667409e-12,-7.9386613152e-13,0
176,6394,42001,8.2815649717e-12,-9.3910548097e-13,-2.4159740879e-13,0
177,13903,42008,1.4010182395e-12,1.2138945823e-12,3.0412400519e-16,0
177,4450,42002,5.6263102469e-12,-4.3820693793e-12,-9.7550442720e-13,0
177,6394,42001,1.2307088936e-12,-2.9093885907e-13,-3.1444079471e-13,0
178,4450,42002,8.4579106348e-12,-3.4905523475e-12,-1.7907180859e-12,0
178,13903,42008,4.1988885495e-12,1.7503225163e-12,2.0104876718e-13,0
178,6394,42001,2.0919683856e-12,1.2284658255e-12,-5.2252332184e-13,0
179,13903,42008,6.4824123725e-12,-5.1309387605e-12,-6.1979344508e-13,0
179,4450,42002,5.8077395800e-12,5.6536453887e-12,-1.0744355859e-12,0
179,6394,42001,3.7922965031e-12,-1.6174768407e-12,-5.5012169172e-13,0
180,6394,42001,3.4284698695e-12,-6.9580235349e-13,-2.6963290352e-13,0
180,4450,42002,3.2964648585e-12,-3.1907990630e-12,-8.2164492351e-13,0
180,13903,42008,6.3742463076e-12,2.2705935078e-12,-5.5039374239e-13,0
181,4450,42002,9.1429345336e-12,-3.0051454320e-12,-1.6114256505e-12,0
181,6394,42001,4.4537954065e-12,1.9254004505e-13,-4.1668708986e-13,0
181,13903,42008,7.7574513353e-12,3.6885750969e-12,-1.1935533890e-13,0
182,13903,42008,1.1434088051e-11,-4.6064289837e-12,-3.6183640433e-13,0
182,6394,42001,7.3735186867e-12,2.4635918376e-12,-1.0071924373e-13,0
182,4450,42002,1.9455262252e-12,-1.5654791957e-12,-1.4439187111e-12,0
182,17191,42003,3.8184360493e-12,1.2868890388e-16,1.2868890388e-17,0
183,17191,42003,8.5459504240e-12,7.5448742952e-12,7.5450029841e-13,0
183,4450,42002,4.8545599830e-12,-4.6686748515e-12,-1.8681441387e-12,0
183,13903,42008,7.1931650781e-12,3.4865352185e-12,1.7024739163e-13,0
183,6394,42001,4.0286812892e-12,-1.0732933694e-12,-4.8220846475e-13,0
184,4450,42002,5.9113625646e-12,1.3815403246e-12,-1.2377079946e-12,0
184,13903,42008,6.3630603596e-12,-5.7355679452e-12,-2.3199594880e-13,0
184,17191,42003,4.3033544251e-12,-3.5131404161e-12,4.0318625680e-13,0
184,6394,42001,3.2913052244e-12,-4.4237450845e-13,-3.7348086901e-13,0
185,6394,42001,5.0295857942e-12,-3.2551657211e-12,-4.4295594250e-13,0
185,17191,42003,4.3526798881e-12,2.3268965353e-12,6.3587591033e-13,0
185,13903,42008,8.0615237375e-12,2.3708340078e-12,2.3084484990e-13,0
185,4450,42002,5.7679754752e-12,1.9367615166e-12,-9.8295062982e-13,0
186,4450,42002,6.1393889203e-12,-4.6579277540e-12,-1.5988700793e-12,0
186,13903,42008,5.5928108045e-12,-1.2076801428e-12,-1.8998609026e-13,0
186,17191,42003,5.2183610085e-12,2.9745373140e-12,9.3332964173e-13,0
186,6394,42001,4.3504410245e-12,-1.6584370678e-12,-5.1488910118e-13,0
187,13903,42008,6.4926889161e-12,5.1370367353e-12,2.0232812505e-13,0
187,17191,42003,3.3586166878e-12,2.7559051367e-12,1.2089201554e-12,0
187,6394,42001,4.9378902297e-12,-2.8107990031e-12,-7.6687511559e-13,0
187,4450,42002,7.7015158779e-12,-1.1157015534e-12,-1.2722332967e-12,0
188,17191,42003,3.7749709471e-12,1.0770152047e-12,1.3166216759e-12,0
188,6394,42001,1.1018918202e-11,8.5737858862e-12,-3.2343109512e-14,0
188,13903,42008,2.7163831382e-12,-1.0446814486e-12,-7.7172271440e-14,0
188,4450,42002,2.3107868723e-12,-9.4563354579e-13,-1.0177414165e-12,0
189,6394,42001,5.2340302277e-12,-1.9919827399e-12,-6.9793699432e-14,0
189,13903,42008,3.4652778698e-12,3.2805530082e-13,4.6872713469e-13,0
189,17191,42003,3.2521166001e-12,3.2491255026e-12,1.6415342261e-12,0
189,4450,42002,1.0081630894e-11,6.7057313926e-12,-9.1253281615e-13,0
190,4450,42002,6.8780924705e-12,-3.2858464334e-12,-9.2203755319e-13,0
190,17191,42003,8.6162150642e-13,-4.5080940391e-13,1.5964532857e-12,0
190,13903,42008,8.6801738713e-12,-4.0087487319e-12,-1.5920708928e-13,0
190,6394,42001,4.2599835925e-12,-2.0674660661e-13,-2.0888124744e-14,0
191,6394,42001,3.3994872813e-12,-2.9909957410e-12,-3.3924170335e-13,0
191,13903,42008,4.8770480110e-12,-3.0637395602e-12,-8.3443855500e-13,0
191,17191,42003,7.3445381702e-12,2.2270714037e-12,1.8191604261e-12,0
191,4450,42002,3.7061174330e-12,1.9642403253e-13,-6.0188060674e-13,0
192,17191,42003,6.0806407197e-12,-5.7661696629e-12,1.2425305909e-12,0
192,13903,42008,8.1496057353e-12,-1.2593790580e-13,-3.8638944721e-13,0
192,4450,42002,2.6116151271e-12,6.7534161827e-13,-3.7779852535e-13,0
192,6394,42001,6.7980922994e-12,-4.5909044987e-12,-1.0446913370e-12,0
193,6394,42001,2.6560904060e-12,-9.4796044063e-13,-1.0321580441e-12,0
193,13903,42008,7.0903638600e-12,-5.9622813609e-12,-1.3312711052e-12,0
193,4450,42002,4.2972825524e-12,-1.5781030881e-12,-6.8741349014e-14,0
193,17191,42003,5.0227738649e-12,1.4168100813e-12,6.2972416955e-13,0
194,4450,42002,9.2430080173e-12,-3.1568527686e-12,-5.2258065834e-13,0
194,13903,42008,5.8130658598e-12,2.1062968610e-12,-5.4708462453e-13,0
194,17191,42003,1.0778363277e-11,-9.1749184625e-12,6.3546364907e-14,0
194,6394,42001,6.0919898343e-12,3.7029795406e-13,-9.5089079785e-13,0
195,6394,42001,2.0454353899e-12,-1.9942104785e-12,-8.2479527359e-13,0
195,4450,42002,2.7116699144e-12,4.4681574501e-13,-6.7157523550e-13,0
195,13903,42008,3.3983658261e-12,7.5924256607e-13,-7.0824376870e-13,0
195,17191,42003,3.9531396022e-12,2.2047871106e-12,5.1335422435e-14,0
196,13903,42008,3.0917858063e-12,-1.9304886627e-12,-7.8052462069e-13,0
196,17191,42003,5.5998518398e-12,-5.5310074651e-12,-7.9921905547e-13,0
196,4450,42002,4.7381455785e-12,-2.7342152242e-12,-4.7920398252e-13,0
196,6394,42001,8.2316559461e-12,-5.5502662349e-12,-1.2139781903e-12,0
197,4450,42002,4.8233436224e-12,3.9918256544e-12,3.1548738264e-14,0
197,13903,42008,3.9339198665e-12,-1.9716253264e-12,-1.4913908269e-12,0
197,17191,42003,5.2139669858e-12,-1.0207152869e-13,-1.0850167220e-12,0
197,6394,42001,4.8873477405e-12,1.7168342568e-12,-7.6121486432e-13,0
198,13903,42008,3.2299766056e-12,4.2774011283e-13,-1.3441486707e-12,0
198,17191,42003,3.7043311951e-12,-3.4279939632e-12,-1.5355176388e-12,0
198,4450,42002,4.8432966066e-12,-3.5979475262e-12,-2.3368265978e-13,0
198,6394,42001,4.1505117407e-12,-2.2785873841e-12,-1.8464521913e-12,0
199,6394,42001,3.3275895788e-12,1.0489806995e-12,-1.5423558474e-12,0
