 num     #instances         #bytes  class name (module)
  68:           243           5832  [Ljava.security.ProtectionDomain; (java.base@21.0.11)
  69:           243           5832  java.util.ImmutableCollections$Set12 (java.base@21.0.11)
  70:           240           5760  java.lang.ThreadLocal$ThreadLocalMap (java.base@21.0.11)
  71:            38           5472  java.text.DecimalFormat (java.base@21.0.11)
  72:           128           5120  java.lang.ref.SoftReference (java.base@21.0.11)
  73:           155           4960  java.lang.invoke.MethodTypeForm (java.base@21.0.11)
  74:            62           4960  java.net.URI (java.base@21.0.11)
  75:           137           4384  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.11)
  76:           178           4272  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.11)
  77:           256           4096  java.lang.Byte (java.base@21.0.11)
  78:           256           4096  java.lang.Short (java.base@21.0.11)
  79:            84           4032  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.11)
  80:            62           3968  java.lang.module.ModuleDescriptor (java.base@21.0.11)
  81:            60           3840  java.util.concurrent.ConcurrentHashMap (java.base@21.0.11)
  82:            68           3808  java.lang.Module (java.base@21.0.11)
  83:           149           3576  java.util.ImmutableCollections$SetN (java.base@21.0.11)
  84:            62           3472  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.11)
  85:            38           3344  java.text.DecimalFormatSymbols (java.base@21.0.11)
  86:           206           3296  java.util.HashSet (java.base@21.0.11)
  87:            75           3000  java.lang.invoke.DirectMethodHandle (java.base@21.0.11)
  88:           103           2472  [[C (java.base@21.0.11)
  89:            68           2176  java.lang.invoke.LambdaForm$Kind (java.base@21.0.11)
  90:            18           2160  java.lang.Thread (java.base@21.0.11)
  91:           128           2048  java.lang.Character (java.base@21.0.11)
  92:            61           1952  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@21.0.11)
  93:            77           1848  java.util.ImmutableCollections$List12 (java.base@21.0.11)
  94:            37           1776  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.11)
  95:            44           1760  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.11)
  96:             3           1752  [[[D (java.base@21.0.11)
  97:            38           1520  java.text.DigitList (java.base@21.0.11)
  98:            62           1488  java.lang.module.ModuleDescriptor$Provides (java.base@21.0.11)
  99:            62           1488  java.lang.module.ResolvedModule (java.base@21.0.11)
 100:            62           1488  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@21.0.11)
 101:            62           1488  jdk.internal.module.SystemModuleFinders$2 (java.base@21.0.11)
 102:            30           1440  boxOfActin.RunTimer
 103:            58           1392  java.lang.ProcessEnvironment$Value (java.base@21.0.11)
 104:            58           1392  java.lang.ProcessEnvironment$Variable (java.base@21.0.11)
 105:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@21.0.11)
 106:            17           1296  [LboxOfActin.ThreadSet$ThreadSpawn;
 107:            17           1224  java.lang.reflect.Field (java.base@21.0.11)
 108:             2           1168  [[[Ljava.lang.Object; (java.base@21.0.11)
 109:             2           1168  [[[[I (java.base@21.0.11)
 110:            27           1080  java.io.ObjectStreamField (java.base@21.0.11)
 111:             1           1040  [Ljava.lang.Byte; (java.base@21.0.11)
 112:             1           1040  [Ljava.lang.Integer; (java.base@21.0.11)
 113:             1           1040  [Ljava.lang.Long; (java.base@21.0.11)
 114:             1           1040  [Ljava.lang.Short; (java.base@21.0.11)
 115:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@21.0.11)
 116:             1            976  [LboxOfActin.Parameter;
 117:            40            960  java.util.ImmutableCollections$ListN (java.base@21.0.11)
 118:            60            960  jdk.internal.module.SystemModuleFinders$3 (java.base@21.0.11)
 119:            29            928  java.util.Locale (java.base@21.0.11)
 120:            29            928  sun.util.locale.BaseLocale (java.base@21.0.11)
 121:            21            840  sun.util.locale.LocaleObjectCache$CacheEntry (java.base@21.0.11)
 122:            32            768  java.lang.invoke.Invokers (java.base@21.0.11)
 123:            24            768  sun.font.EAttribute (java.desktop@21.0.11)
 124:            30            720  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.11)
 125:            22            704  java.lang.reflect.ClassFileFormatVersion (java.base@21.0.11)
 126:            17            680  boxOfActin.Barrier
 127:            21            672  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@21.0.11)
 128:            27            648  java.util.jar.Attributes$Name (java.base@21.0.11)
 129:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@21.0.11)
 130:            15            600  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.11)
 131:             9            576  java.lang.Class$ReflectionData (java.base@21.0.11)
 132:            12            576  java.lang.invoke.DirectMethodHandle$Constructor (java.base@21.0.11)
 133:             9            576  java.net.URL (java.base@21.0.11)
 134:             7            560  java.util.concurrent.TimeUnit (java.base@21.0.11)
 135:            10            560  sun.invoke.util.Wrapper (java.base@21.0.11)
 136:             1            528  [Ljava.lang.Character; (java.base@21.0.11)
 137:            11            528  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@21.0.11)
 138:             9            504  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.11)
 139:            12            480  java.lang.OutOfMemoryError (java.base@21.0.11)
 140:            14            448  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@21.0.11)
 141:            14            448  java.awt.Color (java.desktop@21.0.11)
 142:             7            448  java.nio.DirectByteBuffer (java.base@21.0.11)
 143:            11            440  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@21.0.11)
 144:             1            432  [[[C (java.base@21.0.11)
 145:             3            408  sun.nio.fs.UnixFileAttributes (java.base@21.0.11)
 146:            12            384  java.lang.ref.ReferenceQueue (java.base@21.0.11)
 147:            23            368  java.awt.font.TextAttribute (java.desktop@21.0.11)
 148:            23            368  java.lang.Float (java.base@21.0.11)
 149:             5            360  java.lang.reflect.Constructor (java.base@21.0.11)
 150:            11            352  java.lang.invoke.SimpleMethodHandle (java.base@21.0.11)
 151:             4            352  java.lang.reflect.Method (java.base@21.0.11)
 152:             5            336  [Lsun.invoke.util.Wrapper; (java.base@21.0.11)
 153:             5            336  [S (java.base@21.0.11)
 154:             6            336  java.nio.DirectLongBufferU (java.base@21.0.11)
 155:            21            336  java.util.concurrent.locks.ReentrantLock (java.base@21.0.11)
 156:             7            336  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.11)
 157:             4            320  [Ljava.util.WeakHashMap$Entry; (java.base@21.0.11)
 158:            10            320  java.util.regex.Pattern$Curly (java.base@21.0.11)
 159:            10            320  sun.util.locale.BaseLocale$Key (java.base@21.0.11)
 160:             3            312  java.util.jar.JarFile$JarFileEntry (java.base@21.0.11)
 161:            11            304  [Ljava.io.ObjectStreamField; (java.base@21.0.11)
 162:             1            288  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@21.0.11)
 163:             2            288  [Ljava.lang.invoke.MemberName; (java.base@21.0.11)
 164:             2            288  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@21.0.11)
 165:             4            288  java.awt.Font (java.desktop@21.0.11)
 166:             6            288  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@21.0.11)
 167:            12            288  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.11)
 168:             9            288  jdk.internal.org.objectweb.asm.Type (java.base@21.0.11)
 169:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@21.0.11)
 170:            11            264  java.util.ArrayList (java.base@21.0.11)
 171:             8            256  java.math.RoundingMode (java.base@21.0.11)
 172:             8            256  java.util.Hashtable$Entry (java.base@21.0.11)
 173:             5            240  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@21.0.11)
 174:             6            240  java.io.FileDescriptor (java.base@21.0.11)
 175:            10            240  java.lang.RuntimePermission (java.base@21.0.11)
 176:             5            240  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21.0.11)
 177:             6            240  java.lang.invoke.LambdaForm$BasicType (java.base@21.0.11)
 178:             5            240  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.11)
 179:            10            240  java.nio.charset.CoderResult (java.base@21.0.11)
 180:            10            240  java.nio.file.StandardOpenOption (java.base@21.0.11)
 181:             6            240  java.security.ProtectionDomain (java.base@21.0.11)
 182:            10            240  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.11)
 183:             3            240  java.util.zip.ZipFile$Source (java.base@21.0.11)
 184:             2            224  [Lsun.font.EAttribute; (java.desktop@21.0.11)
 185:             3            216  java.util.ResourceBundle$CacheKey (java.base@21.0.11)
 186:             9            216  java.util.concurrent.atomic.AtomicLong (java.base@21.0.11)
 187:             5            200  java.security.CodeSource (java.base@21.0.11)
 188:             5            200  java.util.WeakHashMap$Entry (java.base@21.0.11)
 189:             5            200  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@21.0.11)
 190:             5            200  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@21.0.11)
 191:             4            192  [Ljava.lang.invoke.MethodType; (java.base@21.0.11)
 192:             4            192  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@21.0.11)
 193:             8            192  java.net.NetPermission (java.base@21.0.11)
 194:             3            192  java.nio.DirectByteBufferR (java.base@21.0.11)
 195:             6            192  java.util.ResourceBundle$KeyElementReference (java.base@21.0.11)
 196:             4            192  java.util.WeakHashMap (java.base@21.0.11)
 197:             3            192  java.util.zip.Inflater (java.base@21.0.11)
 198:             1            184  boxOfActin.Chamber
 199:             3            168  boxOfActin.Mesh
 200:             3            168  java.io.FileCleanable (java.base@21.0.11)
 201:             3            168  java.nio.HeapByteBuffer (java.base@21.0.11)
 202:             3            168  java.util.Properties (java.base@21.0.11)
 203:             3            168  java.util.jar.JarFile (java.base@21.0.11)
 204:             5            160  java.io.File (java.base@21.0.11)
 205:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@21.0.11)
 206:             5            160  java.util.ImmutableCollections$MapN (java.base@21.0.11)
 207:            10            160  java.util.regex.Pattern$$Lambda/0x800000028 (java.base@21.0.11)
 208:             6            144  java.lang.Thread$State (java.base@21.0.11)
 209:             3            144  java.lang.ThreadGroup (java.base@21.0.11)
 210:             3            144  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@21.0.11)
 211:             3            144  java.util.Hashtable (java.base@21.0.11)
 212:             3            144  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.11)
 213:             9            144  jdk.internal.misc.InternalLock (java.base@21.0.11)
 214:             6            144  jdk.internal.perf.PerfCounter (java.base@21.0.11)
 215:             3            128  [Ljava.util.Hashtable$Entry; (java.base@21.0.11)
 216:             4            128  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@21.0.11)
 217:             4            128  jdk.internal.loader.NativeLibraries (java.base@21.0.11)
 218:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@21.0.11)
 219:             5            120  [Ljava.lang.reflect.Constructor; (java.base@21.0.11)
 220:             1            120  boxOfActin.BoxOfActin$TimeLoop
 221:             3            120  java.io.RandomAccessFile (java.base@21.0.11)
 222:             1            120  java.lang.ref.Finalizer$FinalizerThread (java.base@21.0.11)
 223:             1            120  java.lang.ref.Reference$ReferenceHandler (java.base@21.0.11)
 224:             3            120  java.util.ResourceBundle$BundleReference (java.base@21.0.11)
 225:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@21.0.11)
 226:             1            120  jdk.internal.misc.InnocuousThread (java.base@21.0.11)
 227:             5            120  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.11)
 228:             3            120  sun.util.resources.Bundles$BundleReference (java.base@21.0.11)
 229:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLLJ (java.base@21.0.11)
 230:             2            112  java.nio.DirectIntBufferRU (java.base@21.0.11)
 231:             2            112  sun.nio.cs.StreamEncoder (java.base@21.0.11)
 232:             1            104  [Ljava.lang.reflect.ClassFileFormatVersion; (java.base@21.0.11)
 233:             2            104  [Ljava.lang.reflect.Field; (java.base@21.0.11)
 234:             1            104  boxOfActin.BoxOfActin$DeflFil
 235:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@21.0.11)
 236:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@21.0.11)
 237:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@21.0.11)
 238:             6             96  [Ljava.security.Principal; (java.base@21.0.11)
 239:             1             96  [Lsun.util.locale.BaseLocale; (java.base@21.0.11)
 240:             2             96  java.io.PrintStream (java.base@21.0.11)
 241:             3             96  java.lang.Package (java.base@21.0.11)
 242:             3             96  java.lang.Runtime$Version (java.base@21.0.11)
 243:             3             96  java.lang.invoke.MethodHandles$Lookup (java.base@21.0.11)
 244:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@21.0.11)
 245:             6             96  java.security.ProtectionDomain$Key (java.base@21.0.11)
 246:             4             96  java.util.ArrayDeque (java.base@21.0.11)
 247:             4             96  java.util.Collections$SetFromMap (java.base@21.0.11)
 248:             3             96  java.util.HexFormat (java.base@21.0.11)
 249:             2             96  java.util.Locale$Category (java.base@21.0.11)
 250:             6             96  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.11)
 251:             4             96  java.util.regex.Pattern$Qtype (java.base@21.0.11)
 252:             3             96  java.util.zip.ZipFile$CleanableResource (java.base@21.0.11)
 253:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@21.0.11)
 254:             3             96  jdk.internal.util.ClassFileDumper (java.base@21.0.11)
 255:             1             96  sun.font.AttributeValues (java.desktop@21.0.11)
 256:             2             96  sun.nio.cs.UTF_8$Encoder (java.base@21.0.11)
 257:             3             96  sun.util.resources.Bundles$CacheKey (java.base@21.0.11)
 258:             1             88  [LboxOfActin.ThreadSet;
 259:             1             88  java.util.regex.Pattern (java.base@21.0.11)
 260:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@21.0.11)
 261:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@21.0.11)
 262:             1             80  [[Z (java.base@21.0.11)
 263:             2             80  java.io.BufferedOutputStream (java.base@21.0.11)
 264:             2             80  java.io.BufferedWriter (java.base@21.0.11)
 265:             2             80  java.lang.ModuleLayer (java.base@21.0.11)
 266:             2             80  java.lang.module.Configuration (java.base@21.0.11)
 267:             2             80  java.lang.ref.NativeReferenceQueue (java.base@21.0.11)
 268:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@21.0.11)
 269:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@21.0.11)
 270:             3             72  [Ljava.lang.reflect.Method; (java.base@21.0.11)
 271:             1             72  boxOfActin.MotorBindGrid3D
 272:             1             72  java.awt.geom.AffineTransform (java.desktop@21.0.11)
 273:             3             72  java.lang.ProcessImpl$LaunchMechanism (java.base@21.0.11)
 274:             3             72  java.security.SecurityPermission (java.base@21.0.11)
 275:             3             72  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.11)
 276:             3             72  java.util.zip.ZipCoder$Comparison (java.base@21.0.11)
 277:             3             72  java.util.zip.ZipFile$Source$Key (java.base@21.0.11)
 278:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@21.0.11)
 279:             3             72  jdk.internal.misc.Signal (java.base@21.0.11)
 280:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21.0.11)
 281:             2             64  [Ljava.nio.charset.CoderResult; (java.base@21.0.11)
 282:             2             64  java.io.FileOutputStream (java.base@21.0.11)
 283:             1             64  java.lang.invoke.BoundMethodHandle$Species_LLLLLLL (java.base@21.0.11)
 284:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@21.0.11)
 285:             2             64  java.lang.invoke.VarForm (java.base@21.0.11)
 286:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@21.0.11)
 287:             2             64  java.util.Collections$UnmodifiableMap (java.base@21.0.11)
 288:             1             64  java.util.LinkedHashMap (java.base@21.0.11)
 289:             2             64  java.util.Random (java.base@21.0.11)
 290:             4             64  java.util.WeakHashMap$KeySet (java.base@21.0.11)
 291:             2             64  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.11)
 292:             4             64  jdk.internal.util.Preconditions$4 (java.base@21.0.11)
 293:             2             64  sun.nio.fs.UnixPath (java.base@21.0.11)
 294:             1             56  [LboxOfActin.RunTimer;
 295:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@21.0.11)
 296:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@21.0.11)
 297:             1             56  java.net.SocketPermission (java.base@21.0.11)
 298:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@21.0.11)
 299:             1             48  [Ljava.math.RoundingMode; (java.base@21.0.11)
 300:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@21.0.11)
 301:             1             48  boxOfActin.MotorBindGrid3D$FillThreads
 302:             1             48  ec.util.MersenneTwister
 303:             1             48  java.io.BufferedInputStream (java.base@21.0.11)
 304:             2             48  java.io.File$PathStatus (java.base@21.0.11)
 305:             2             48  java.io.OutputStreamWriter (java.base@21.0.11)
 306:             2             48  java.lang.NamedPackage (java.base@21.0.11)
 307:             1             48  java.lang.NullPointerException (java.base@21.0.11)
 308:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@21.0.11)
 309:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.11)
 310:             3             48  java.nio.charset.CodingErrorAction (java.base@21.0.11)
 311:             2             48  java.security.Permissions (java.base@21.0.11)
 312:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@21.0.11)
 313:             3             48  java.util.HashMap$KeySet (java.base@21.0.11)
 314:             3             48  java.util.Optional (java.base@21.0.11)
 315:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@21.0.11)
 316:             2             48  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.11)
 317:             2             48  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.11)
 318:             2             48  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@21.0.11)
 319:             2             48  java.util.regex.Pattern$GroupHead (java.base@21.0.11)
 320:             2             48  java.util.regex.Pattern$GroupTail (java.base@21.0.11)
 321:             1             48  jdk.internal.jimage.ImageHeader (java.base@21.0.11)
 322:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@21.0.11)
 323:             3             48  jdk.internal.module.ServicesCatalog (java.base@21.0.11)
 324:             2             48  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@21.0.11)
 325:             2             48  jdk.internal.reflect.ReflectionFactory$Config (java.base@21.0.11)
 326:             3             48  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@21.0.11)
 327:             2             48  sun.security.util.LazyCodeSourcePermissionCollection (java.base@21.0.11)
 328:             1             40  [Ljava.lang.Thread$State; (java.base@21.0.11)
 329:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@21.0.11)
 330:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@21.0.11)
 331:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.11)
 332:             1             40  boxOfActin.ActA$ActAThreads
 333:             1             40  boxOfActin.Arp23$Arp23Threads
 334:             1             40  boxOfActin.Crucible$ChamberMyoDThreads
 335:             1             40  boxOfActin.Crucible$ChamberMyoThreads
 336:             1             40  boxOfActin.FilLink$XLinkThreads
 337:             1             40  boxOfActin.Mesh$CkMeshThreads
 338:             1             40  boxOfActin.Mesh$CkMotsThreads
 339:             1             40  boxOfActin.Mesh$MeshThreads
 340:             1             40  boxOfActin.MyoMiniFilament$MyoMiniFilThreads
 341:             1             40  boxOfActin.Myosin$MyosinThreads
 342:             1             40  boxOfActin.MyosinDimer$MyoDimerThreads
 343:             1             40  boxOfActin.NodeLink$NodeLinkThreads
 344:             1             40  boxOfActin.ProteinNode$ProteinNodeThreads
 345:             1             40  boxOfActin.StickyNode$MembraneNodeThreads
 346:             1             40  boxOfActin.Thing$ThingBrownianThreads
 347:             1             40  boxOfActin.Thing$ThingStepThreads
 348:             1             40  java.lang.ArithmeticException (java.base@21.0.11)
 349:             1             40  java.lang.Package$VersionInfo (java.base@21.0.11)
 350:             1             40  java.lang.VirtualMachineError (java.base@21.0.11)
 351:             1             40  java.util.ResourceBundle$2 (java.base@21.0.11)
 352:             1             40  jdk.internal.loader.URLClassPath (java.base@21.0.11)
 353:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@21.0.11)
 354:             1             40  sun.awt.resources.awt (java.desktop@21.0.11)
 355:             1             40  sun.text.resources.cldr.FormatData (java.base@21.0.11)
 356:             1             40  sun.text.resources.cldr.FormatData_en (java.base@21.0.11)
 357:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@21.0.11)
 358:             1             40  sun.util.locale.provider.LocaleResources (java.base@21.0.11)
 359:             1             40  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@21.0.11)
 360:             1             40  sun.util.resources.Bundles$1 (java.base@21.0.11)
 361:             2             32  [LboxOfActin.Pt3D;
 362:             1             32  [Ljava.lang.ProcessImpl$LaunchMechanism; (java.base@21.0.11)
 363:             2             32  [Ljava.lang.StackTraceElement; (java.base@21.0.11)
 364:             1             32  [Ljava.lang.ThreadGroup; (java.base@21.0.11)
 365:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@21.0.11)
 366:             1             32  [Ljava.lang.ref.WeakReference; (java.base@21.0.11)
 367:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@21.0.11)
 368:             1             32  [Ljava.util.zip.ZipCoder$Comparison; (java.base@21.0.11)
 369:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@21.0.11)
 370:             1             32  boxOfActin.GlidingAssayEvaluator
 371:             1             32  java.io.FileInputStream (java.base@21.0.11)
 372:             2             32  java.lang.Boolean (java.base@21.0.11)
 373:             1             32  java.lang.Module$ArchivedData (java.base@21.0.11)
 374:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@21.0.11)
 375:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21.0.11)
 376:             1             32  java.lang.ref.WeakReference (java.base@21.0.11)
 377:             2             32  java.nio.ByteOrder (java.base@21.0.11)
 378:             2             32  java.security.SecureClassLoader$CodeSourceKey (java.base@21.0.11)
 379:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21.0.11)
 380:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21.0.11)
 381:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@21.0.11)
 382:             2             32  java.util.regex.Pattern$BitClass (java.base@21.0.11)
 383:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21.0.11)
 384:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21.0.11)
 385:             2             32  jdk.internal.loader.ClassLoaderValue (java.base@21.0.11)
 386:             1             32  jdk.internal.loader.URLClassPath$FileLoader (java.base@21.0.11)
 387:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21.0.11)
 388:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21.0.11)
 389:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21.0.11)
 390:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21.0.11)
 391:             1             24  [Ljava.io.File$PathStatus; (java.base@21.0.11)
