 num     #instances         #bytes  class name (module)
 386:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@21.0.11)
 387:             3             96  jdk.internal.util.ClassFileDumper (java.base@21.0.11)
 388:             1             96  sun.font.AttributeValues (java.desktop@21.0.11)
 389:             2             96  sun.nio.cs.UTF_8$Encoder (java.base@21.0.11)
 390:             3             96  sun.util.resources.Bundles$CacheKey (java.base@21.0.11)
 391:             1             88  [LboxOfActin.ThreadSet;
 392:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@21.0.11)
 393:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@21.0.11)
 394:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@21.0.11)
 395:             1             80  [Ljdk.jfr.internal.EventWriterMethod; (jdk.jfr@21.0.11)
 396:             1             80  [Ljdk.jfr.internal.LogTag; (jdk.jfr@21.0.11)
 397:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@21.0.11)
 398:             1             80  [[Z (java.base@21.0.11)
 399:             2             80  java.io.BufferedOutputStream (java.base@21.0.11)
 400:             2             80  java.io.BufferedWriter (java.base@21.0.11)
 401:             2             80  java.lang.ModuleLayer (java.base@21.0.11)
 402:             2             80  java.lang.Package$VersionInfo (java.base@21.0.11)
 403:             2             80  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@21.0.11)
 404:             2             80  java.lang.ref.NativeReferenceQueue (java.base@21.0.11)
 405:             5             80  java.nio.channels.FileChannel$MapMode (java.base@21.0.11)
 406:             5             80  java.security.SecureClassLoader$CodeSourceKey (java.base@21.0.11)
 407:             5             80  java.util.WeakHashMap$KeySet (java.base@21.0.11)
 408:             5             80  java.util.regex.Pattern$BitClass (java.base@21.0.11)
 409:             5             80  java.util.regex.Pattern$BranchConn (java.base@21.0.11)
 410:             1             80  jdk.internal.event.X509CertificateEvent (java.base@21.0.11)
 411:             5             80  jdk.internal.loader.ClassLoaderValue (java.base@21.0.11)
 412:             5             80  jdk.proxy1.$Proxy14 (jdk.proxy1)
 413:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@21.0.11)
 414:             1             72  boxOfActin.MotorBindGrid3D
 415:             1             72  java.awt.geom.AffineTransform (java.desktop@21.0.11)
 416:             3             72  java.lang.ProcessImpl$LaunchMechanism (java.base@21.0.11)
 417:             3             72  java.lang.WeakPairMap (java.base@21.0.11)
 418:             3             72  java.lang.annotation.RetentionPolicy (java.base@21.0.11)
 419:             3             72  java.lang.invoke.MethodHandleImpl$ArrayAccess (java.base@21.0.11)
 420:             3             72  java.security.SecurityPermission (java.base@21.0.11)
 421:             3             72  java.time.zone.ZoneOffsetTransitionRule$TimeDefinition (java.base@21.0.11)
 422:             3             72  java.util.jar.Manifest (java.base@21.0.11)
 423:             3             72  java.util.stream.Collector$Characteristics (java.base@21.0.11)
 424:             3             72  java.util.zip.ZipCoder$Comparison (java.base@21.0.11)
 425:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@21.0.11)
 426:             3             72  jdk.internal.misc.Signal (java.base@21.0.11)
 427:             3             72  jdk.jfr.internal.periodic.PeriodicType (jdk.jfr@21.0.11)
 428:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@21.0.11)
 429:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21.0.11)
 430:             2             64  [Ljava.nio.charset.CoderResult; (java.base@21.0.11)
 431:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@21.0.11)
 432:             2             64  java.io.FileOutputStream (java.base@21.0.11)
 433:             1             64  java.lang.ClassValue$ClassValueMap (java.base@21.0.11)
 434:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@21.0.11)
 435:             2             64  java.lang.module.ModuleDescriptor$Version (java.base@21.0.11)
 436:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@21.0.11)
 437:             2             64  java.lang.ref.WeakReference (java.base@21.0.11)
 438:             2             64  java.time.zone.ZoneOffsetTransition (java.base@21.0.11)
 439:             2             64  java.util.Random (java.base@21.0.11)
 440:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21.0.11)
 441:             2             64  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.11)
 442:             2             64  java.util.stream.FindOps$FindOp (java.base@21.0.11)
 443:             4             64  jdk.internal.module.ServicesCatalog (java.base@21.0.11)
 444:             4             64  jdk.internal.util.Preconditions$4 (java.base@21.0.11)
 445:             2             64  jdk.jfr.internal.jfc.JFC$KnownConfiguration (jdk.jfr@21.0.11)
 446:             2             64  jdk.jfr.internal.periodic.Batch (jdk.jfr@21.0.11)
 447:             4             64  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@21.0.11)
 448:             1             56  [LboxOfActin.RunTimer;
 449:             1             56  [Ljava.lang.Runnable; (java.base@21.0.11)
 450:             1             56  [Ljava.lang.reflect.AccessFlag$Location; (java.base@21.0.11)
 451:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@21.0.11)
 452:             3             56  [Ljava.security.Permission; (java.base@21.0.11)
 453:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@21.0.11)
 454:             1             56  java.net.SocketPermission (java.base@21.0.11)
 455:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@21.0.11)
 456:             1             48  [Ljava.lang.reflect.ProxyGenerator$PrimitiveTypeInfo; (java.base@21.0.11)
 457:             1             48  [Ljava.math.RoundingMode; (java.base@21.0.11)
 458:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@21.0.11)
 459:             1             48  [Ljdk.jfr.internal.Utils$ThrottleUnit; (jdk.jfr@21.0.11)
 460:             1             48  [Ljdk.jfr.internal.Utils$TimespanUnit; (jdk.jfr@21.0.11)
 461:             1             48  boxOfActin.MotorBindGrid3D$FillThreads
 462:             3             48  com.sun.proxy.jdk.proxy1.$Proxy22 (jdk.proxy1)
 463:             1             48  ec.util.MersenneTwister
 464:             1             48  java.io.BufferedInputStream (java.base@21.0.11)
 465:             2             48  java.io.File$PathStatus (java.base@21.0.11)
 466:             2             48  java.io.OutputStreamWriter (java.base@21.0.11)
 467:             2             48  java.lang.ClassValue$Version (java.base@21.0.11)
 468:             2             48  java.lang.NamedPackage (java.base@21.0.11)
 469:             1             48  java.lang.NullPointerException (java.base@21.0.11)
 470:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@21.0.11)
 471:             3             48  java.nio.charset.CodingErrorAction (java.base@21.0.11)
 472:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@21.0.11)
 473:             3             48  java.util.Optional (java.base@21.0.11)
 474:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@21.0.11)
 475:             2             48  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@21.0.11)
 476:             2             48  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.11)
 477:             2             48  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.11)
 478:             3             48  java.util.jar.Attributes (java.base@21.0.11)
 479:             2             48  java.util.regex.Pattern$$Lambda/0x800000029 (java.base@21.0.11)
 480:             2             48  java.util.regex.Pattern$$Lambda/0x800000031 (java.base@21.0.11)
 481:             2             48  java.util.regex.Pattern$Start (java.base@21.0.11)
 482:             1             48  jdk.internal.jimage.ImageHeader (java.base@21.0.11)
 483:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@21.0.11)
 484:             2             48  jdk.internal.module.ModuleHashes (java.base@21.0.11)
 485:             2             48  jdk.internal.reflect.ReflectionFactory$Config (java.base@21.0.11)
 486:             1             48  jdk.jfr.internal.MetadataRepository (jdk.jfr@21.0.11)
 487:             1             48  jdk.jfr.internal.PlatformRecorder (jdk.jfr@21.0.11)
 488:             1             48  jdk.jfr.internal.periodic.FlushTask (jdk.jfr@21.0.11)
 489:             3             48  jdk.proxy1.$Proxy21 (jdk.proxy1)
 490:             3             48  jdk.proxy1.$Proxy23 (jdk.proxy1)
 491:             3             48  jdk.proxy1.$Proxy3 (jdk.proxy1)
 492:             1             40  [Ljava.lang.Thread$State; (java.base@21.0.11)
 493:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@21.0.11)
 494:             2             40  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@21.0.11)
 495:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@21.0.11)
 496:             1             40  [Ljdk.jfr.RecordingState; (jdk.jfr@21.0.11)
 497:             1             40  [Ljdk.jfr.internal.LogLevel; (jdk.jfr@21.0.11)
 498:             1             40  [Ljdk.jfr.internal.consumer.StringParser$Encoding; (jdk.jfr@21.0.11)
 499:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@21.0.11)
 500:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.11)
 501:             1             40  boxOfActin.ActA$ActAThreads
 502:             1             40  boxOfActin.Arp23$Arp23Threads
 503:             1             40  boxOfActin.Crucible$ChamberMyoDThreads
 504:             1             40  boxOfActin.Crucible$ChamberMyoThreads
 505:             1             40  boxOfActin.FilLink$XLinkThreads
 506:             1             40  boxOfActin.Mesh$CkMeshThreads
 507:             1             40  boxOfActin.Mesh$CkMotsThreads
 508:             1             40  boxOfActin.Mesh$MeshThreads
 509:             1             40  boxOfActin.MyoMiniFilament$MyoMiniFilThreads
 510:             1             40  boxOfActin.Myosin$MyosinThreads
 511:             1             40  boxOfActin.MyosinDimer$MyoDimerThreads
 512:             1             40  boxOfActin.NodeLink$NodeLinkThreads
 513:             1             40  boxOfActin.ProteinNode$ProteinNodeThreads
 514:             1             40  boxOfActin.StickyNode$MembraneNodeThreads
 515:             1             40  boxOfActin.Thing$ThingBrownianThreads
 516:             1             40  boxOfActin.Thing$ThingStepThreads
 517:             1             40  java.lang.ArithmeticException (java.base@21.0.11)
 518:             1             40  java.lang.VirtualMachineError (java.base@21.0.11)
 519:             1             40  java.lang.invoke.DirectMethodHandle$Interface (java.base@21.0.11)
 520:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@21.0.11)
 521:             1             40  java.time.zone.ZoneRules (java.base@21.0.11)
 522:             1             40  java.util.ResourceBundle$2 (java.base@21.0.11)
 523:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@21.0.11)
 524:             1             40  jdk.internal.event.ThreadSleepEvent (java.base@21.0.11)
 525:             1             40  jdk.internal.event.VirtualThreadEndEvent (java.base@21.0.11)
 526:             1             40  jdk.internal.event.VirtualThreadStartEvent (java.base@21.0.11)
 527:             1             40  jdk.internal.loader.URLClassPath (java.base@21.0.11)
 528:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@21.0.11)
 529:             1             40  jdk.jfr.Configuration (jdk.jfr@21.0.11)
 530:             1             40  sun.awt.resources.awt (java.desktop@21.0.11)
 531:             1             40  sun.text.resources.cldr.FormatData (java.base@21.0.11)
 532:             1             40  sun.text.resources.cldr.FormatData_en (java.base@21.0.11)
 533:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@21.0.11)
 534:             1             40  sun.util.locale.provider.LocaleResources (java.base@21.0.11)
 535:             1             40  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@21.0.11)
 536:             1             40  sun.util.resources.Bundles$1 (java.base@21.0.11)
 537:             2             32  [LboxOfActin.Pt3D;
 538:             1             32  [Ljava.lang.ProcessImpl$LaunchMechanism; (java.base@21.0.11)
 539:             2             32  [Ljava.lang.StackTraceElement; (java.base@21.0.11)
 540:             1             32  [Ljava.lang.ThreadGroup; (java.base@21.0.11)
 541:             2             32  [Ljava.lang.annotation.Annotation; (java.base@21.0.11)
 542:             1             32  [Ljava.lang.invoke.MethodHandleImpl$ArrayAccess; (java.base@21.0.11)
 543:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@21.0.11)
 544:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@21.0.11)
 545:             1             32  [Ljava.lang.ref.WeakReference; (java.base@21.0.11)
 546:             1             32  [Ljava.time.zone.ZoneOffsetTransitionRule$TimeDefinition; (java.base@21.0.11)
 547:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@21.0.11)
 548:             1             32  [Ljava.util.stream.StreamShape; (java.base@21.0.11)
 549:             1             32  [Ljava.util.zip.ZipCoder$Comparison; (java.base@21.0.11)
 550:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@21.0.11)
 551:             1             32  [Ljdk.jfr.internal.periodic.PeriodicType; (jdk.jfr@21.0.11)
 552:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@21.0.11)
 553:             1             32  boxOfActin.GlidingAssayEvaluator
 554:             1             32  java.io.FileInputStream (java.base@21.0.11)
 555:             2             32  java.lang.Boolean (java.base@21.0.11)
 556:             2             32  java.lang.ClassValue$Identity (java.base@21.0.11)
 557:             1             32  java.lang.Module$ArchivedData (java.base@21.0.11)
 558:             2             32  java.lang.Shutdown$Lock (java.base@21.0.11)
 559:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@21.0.11)
 560:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@21.0.11)
 561:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@21.0.11)
 562:             1             32  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@21.0.11)
 563:             1             32  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@21.0.11)
 564:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@21.0.11)
 565:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21.0.11)
 566:             2             32  java.nio.ByteOrder (java.base@21.0.11)
 567:             1             32  java.text.DontCareFieldPosition (java.base@21.0.11)
 568:             2             32  java.util.HashMap$Values (java.base@21.0.11)
 569:             2             32  java.util.IdentityHashMap$KeySet (java.base@21.0.11)
 570:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21.0.11)
 571:             2             32  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@21.0.11)
 572:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21.0.11)
 573:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21.0.11)
 574:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21.0.11)
 575:             1             32  jdk.internal.loader.URLClassPath$FileLoader (java.base@21.0.11)
 576:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21.0.11)
 577:             2             32  jdk.internal.module.ModuleTarget (java.base@21.0.11)
 578:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21.0.11)
 579:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21.0.11)
 580:             1             32  jdk.jfr.internal.Repository (jdk.jfr@21.0.11)
 581:             1             32  jdk.jfr.internal.management.ChunkFilename (jdk.jfr@21.0.11)
 582:             1             32  jdk.jfr.internal.settings.CutoffSetting (jdk.jfr@21.0.11)
 583:             1             32  jdk.jfr.internal.settings.ThrottleSetting (jdk.jfr@21.0.11)
 584:             2             32  jdk.proxy1.$Proxy10 (jdk.proxy1)
 585:             2             32  jdk.proxy1.$Proxy12 (jdk.proxy1)
 586:             2             32  jdk.proxy1.$Proxy19 (jdk.proxy1)
 587:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21.0.11)
 588:             1             32  sun.nio.fs.NativeBuffer (java.base@21.0.11)
 589:             1             24  [Ljava.io.File$PathStatus; (java.base@21.0.11)
 590:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21.0.11)
 591:             1             24  [Ljava.net.URL; (java.base@21.0.11)
 592:             1             24  [Ljava.time.zone.ZoneOffsetTransition; (java.base@21.0.11)
 593:             1             24  [Ljava.util.Locale$Category; (java.base@21.0.11)
 594:             1             24  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell; (java.base@21.0.11)
 595:             1             24  [Ljava.util.jar.Manifest; (java.base@21.0.11)
 596:             1             24  java.io.UnixFileSystem (java.base@21.0.11)
 597:             1             24  java.lang.Double (java.base@21.0.11)
 598:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@21.0.11)
 599:             1             24  java.lang.StringBuilder (java.base@21.0.11)
 600:             1             24  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@21.0.11)
 601:             1             24  java.lang.invoke.MethodHandleImpl$ArrayAccessor$1 (java.base@21.0.11)
 602:             1             24  java.lang.reflect.Proxy$1 (java.base@21.0.11)
 603:             1             24  java.lang.reflect.ReflectPermission (java.base@21.0.11)
 604:             1             24  java.time.ZoneRegion (java.base@21.0.11)
 605:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@21.0.11)
 606:             1             24  java.util.Arrays$ArrayList (java.base@21.0.11)
 607:             1             24  java.util.Collections$EmptyMap (java.base@21.0.11)
 608:             1             24  java.util.Formatter (java.base@21.0.11)
 609:             1             24  java.util.LinkedHashMap$LinkedKeySet (java.base@21.0.11)
 610:             1             24  java.util.Locale$Cache (java.base@21.0.11)
 611:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@21.0.11)
 612:             1             24  java.util.TaskQueue (java.base@21.0.11)
 613:             1             24  java.util.Timer (java.base@21.0.11)
 614:             1             24  java.util.Timer$ThreadReaper (java.base@21.0.11)
 615:             1             24  jdk.internal.jimage.ImageReader (java.base@21.0.11)
 616:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@21.0.11)
 617:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@21.0.11)
 618:             1             24  jdk.internal.ref.CleanerImpl (java.base@21.0.11)
 619:             1             24  jdk.internal.util.ReferencedKeyMap (java.base@21.0.11)
 620:             1             24  jdk.jfr.internal.ShutdownHook (jdk.jfr@21.0.11)
 621:             1             24  jdk.jfr.internal.periodic.BatchManager (jdk.jfr@21.0.11)
 622:             1             24  jdk.jfr.internal.periodic.TaskRepository (jdk.jfr@21.0.11)
 623:             1             24  sun.nio.cs.ISO_8859_1 (java.base@21.0.11)
 624:             1             24  sun.nio.cs.StandardCharsets (java.base@21.0.11)
 625:             1             24  sun.nio.cs.US_ASCII (java.base@21.0.11)
 626:             1             24  sun.nio.cs.UTF_16 (java.base@21.0.11)
 627:             1             24  sun.nio.cs.UTF_16BE (java.base@21.0.11)
 628:             1             24  sun.nio.cs.UTF_16LE (java.base@21.0.11)
 629:             1             24  sun.nio.cs.UTF_8 (java.base@21.0.11)
 630:             1             24  sun.nio.fs.NativeBuffer$Deallocator (java.base@21.0.11)
 631:             1             24  sun.util.locale.BaseLocale$Cache (java.base@21.0.11)
 632:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@21.0.11)
 633:             1             16  [Ljava.lang.Throwable; (java.base@21.0.11)
 634:             1             16  [Ljava.lang.reflect.TypeVariable; (java.base@21.0.11)
 635:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@21.0.11)
 636:             1             16  [Ljava.security.cert.Certificate; (java.base@21.0.11)
 637:             1             16  [Ljava.text.FieldPosition; (java.base@21.0.11)
 638:             1             16  boxOfActin.GlidingAssayEvaluator$$Lambda/0x00007efc84097ce8
 639:             1             16  boxOfActin.Thing$$Lambda/0x00007efc84016930
 640:             1             16  java.awt.Font$FontAccessImpl (java.desktop@21.0.11)
 641:             1             16  java.awt.GraphicsEnvironment$$Lambda/0x00007efc84036ee0 (java.desktop@21.0.11)
 642:             1             16  java.awt.Toolkit$3 (java.desktop@21.0.11)
 643:             1             16  java.awt.font.JavaAWTFontAccessImpl (java.desktop@21.0.11)
 644:             1             16  java.io.FileDescriptor$1 (java.base@21.0.11)
 645:             1             16  java.io.PrintStream$1 (java.base@21.0.11)
 646:             1             16  java.io.RandomAccessFile$2 (java.base@21.0.11)
 647:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@21.0.11)
 648:             1             16  java.lang.CharacterData00 (java.base@21.0.11)
 649:             1             16  java.lang.CharacterDataLatin1 (java.base@21.0.11)
 650:             1             16  java.lang.Module$$Lambda/0x00007efc84045720 (java.base@21.0.11)
 651:             1             16  java.lang.Runtime (java.base@21.0.11)
 652:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@21.0.11)
 653:             1             16  java.lang.System$2 (java.base@21.0.11)
 654:             1             16  java.lang.Terminator$1 (java.base@21.0.11)
 655:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@21.0.11)
 656:             1             16  java.lang.invoke.MemberName$Factory (java.base@21.0.11)
 657:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@21.0.11)
 658:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@21.0.11)
 659:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda/0x800000002 (java.base@21.0.11)
 660:             1             16  java.lang.ref.Cleaner (java.base@21.0.11)
 661:             1             16  java.lang.ref.Cleaner$1 (java.base@21.0.11)
 662:             1             16  java.lang.ref.Reference$1 (java.base@21.0.11)
 663:             1             16  java.lang.reflect.AccessFlag$1 (java.base@21.0.11)
 664:             1             16  java.lang.reflect.AccessFlag$10 (java.base@21.0.11)
 665:             1             16  java.lang.reflect.AccessFlag$11 (java.base@21.0.11)
 666:             1             16  java.lang.reflect.AccessFlag$12 (java.base@21.0.11)
 667:             1             16  java.lang.reflect.AccessFlag$13 (java.base@21.0.11)
 668:             1             16  java.lang.reflect.AccessFlag$14 (java.base@21.0.11)
 669:             1             16  java.lang.reflect.AccessFlag$15 (java.base@21.0.11)
 670:             1             16  java.lang.reflect.AccessFlag$16 (java.base@21.0.11)
 671:             1             16  java.lang.reflect.AccessFlag$17 (java.base@21.0.11)
 672:             1             16  java.lang.reflect.AccessFlag$18 (java.base@21.0.11)
 673:             1             16  java.lang.reflect.AccessFlag$2 (java.base@21.0.11)
 674:             1             16  java.lang.reflect.AccessFlag$3 (java.base@21.0.11)
 675:             1             16  java.lang.reflect.AccessFlag$4 (java.base@21.0.11)
 676:             1             16  java.lang.reflect.AccessFlag$5 (java.base@21.0.11)
 677:             1             16  java.lang.reflect.AccessFlag$6 (java.base@21.0.11)
 678:             1             16  java.lang.reflect.AccessFlag$7 (java.base@21.0.11)
 679:             1             16  java.lang.reflect.AccessFlag$8 (java.base@21.0.11)
 680:             1             16  java.lang.reflect.AccessFlag$9 (java.base@21.0.11)
 681:             1             16  java.lang.reflect.Proxy$$Lambda/0x00007efc8406ffb8 (java.base@21.0.11)
 682:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda/0x00007efc84071288 (java.base@21.0.11)
 683:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007efc84072080 (java.base@21.0.11)
 684:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007efc840722c0 (java.base@21.0.11)
 685:             1             16  java.lang.reflect.ReflectAccess (java.base@21.0.11)
 686:             1             16  java.net.URI$1 (java.base@21.0.11)
 687:             1             16  java.net.URL$3 (java.base@21.0.11)
 688:             1             16  java.net.URL$DefaultFactory (java.base@21.0.11)
 689:             1             16  java.nio.Bits$1 (java.base@21.0.11)
 690:             1             16  java.nio.Buffer$1 (java.base@21.0.11)
 691:             1             16  java.nio.Buffer$2 (java.base@21.0.11)
 692:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@21.0.11)
 693:             1             16  java.security.AllPermission (java.base@21.0.11)
 694:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@21.0.11)
 695:             1             16  java.security.Security$$Lambda/0x80000000b (java.base@21.0.11)
 696:             1             16  java.security.Security$1 (java.base@21.0.11)
 697:             1             16  java.text.DontCareFieldPosition$1 (java.base@21.0.11)
 698:             1             16  java.time.Clock$SystemClock (java.base@21.0.11)
 699:             1             16  java.time.chrono.IsoChronology (java.base@21.0.11)
 700:             1             16  java.util.Collections$EmptyEnumeration (java.base@21.0.11)
 701:             1             16  java.util.Collections$EmptyIterator (java.base@21.0.11)
 702:             1             16  java.util.Collections$EmptyList (java.base@21.0.11)
 703:             1             16  java.util.Collections$EmptySet (java.base@21.0.11)
 704:             1             16  java.util.EnumMap$1 (java.base@21.0.11)
 705:             1             16  java.util.LinkedHashSet (java.base@21.0.11)
 706:             1             16  java.util.Locale$Builder (java.base@21.0.11)
 707:             1             16  java.util.ResourceBundle$1 (java.base@21.0.11)
 708:             1             16  java.util.ResourceBundle$Control (java.base@21.0.11)
 709:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@21.0.11)
 710:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@21.0.11)
 711:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@21.0.11)
 712:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@21.0.11)
 713:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@21.0.11)
 714:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000024 (java.base@21.0.11)
 715:             1             16  java.util.regex.Pattern$LastNode (java.base@21.0.11)
 716:             1             16  java.util.regex.Pattern$Node (java.base@21.0.11)
 717:             1             16  java.util.stream.Collectors$$Lambda/0x800000038 (java.base@21.0.11)
 718:             1             16  java.util.stream.Collectors$$Lambda/0x80000003f (java.base@21.0.11)
 719:             1             16  java.util.stream.Collectors$$Lambda/0x800000041 (java.base@21.0.11)
 720:             1             16  java.util.stream.Collectors$$Lambda/0x800000044 (java.base@21.0.11)
 721:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000047 (java.base@21.0.11)
 722:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000048 (java.base@21.0.11)
 723:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000049 (java.base@21.0.11)
 724:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004a (java.base@21.0.11)
 725:             1             16  java.util.zip.ZipFile$1 (java.base@21.0.11)
 726:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@21.0.11)
 727:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@21.0.11)
 728:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@21.0.11)
 729:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@21.0.11)
 730:             1             16  jdk.internal.misc.ExtendedMapMode$$Lambda/0x00007efc840c5a88 (java.base@21.0.11)
 731:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@21.0.11)
 732:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@21.0.11)
 733:             1             16  jdk.internal.misc.Unsafe (java.base@21.0.11)
 734:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x80000004d (java.base@21.0.11)
 735:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x80000004e (java.base@21.0.11)
 736:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x80000004f (java.base@21.0.11)
 737:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x800000050 (java.base@21.0.11)
 738:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@21.0.11)
 739:             1             16  jdk.internal.module.ModulePatcher (java.base@21.0.11)
 740:             1             16  jdk.internal.module.ModuleResolution (java.base@21.0.11)
 741:             1             16  jdk.internal.perf.Perf (java.base@21.0.11)
 742:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@21.0.11)
 743:             1             16  jdk.internal.util.Preconditions$1 (java.base@21.0.11)
 744:             1             16  jdk.internal.util.Preconditions$2 (java.base@21.0.11)
 745:             1             16  jdk.internal.util.Preconditions$3 (java.base@21.0.11)
